Player,Transfer,dt(KDA),dt(WR),dt(KPAR)
Aiming,0,-2.750392415029472,-41.84377199155526,-1.978571428571442
Bdd,1,-5.933867833449591,-76.20429216173896,3.6121901354459425
Chovy,0,4.965183716404837,73.9106360441042,-5.6908298097251375
CuVee,0,-0.4044628555861882,-21.277440054035793,-4.5256587615283195
Cuzz,0,0.9173777142886284,-29.48717948717949,3.412332112332109
Deft,1,-0.3157366609220098,-12.745098039215677,5.93890553890553
Effort,0,-2.562696204077568,-27.51253132832079,-8.889067796610178
Faker,0,0.8491978312050588,52.216123499142356,-16.289890109890095
Haru,1,-1.15891472868217,-88.72549019607843,13.540714285714287
Key,0,-1.7063145742297579,-19.94967092528067,-2.7115930388219596
Khan,0,-1.012059572604854,-5.5059670059670225,-0.8789774050780466
Kiin,0,-2.4520657881989383,-35.54067893987461,-3.5869155045119
Kingen,0,5.401213251832448,88.46153846153847,-41.95405405405406
Kuzan,1,2.6832298136645965,47.368421052631575,37.74736842105263
Lava,0,-1.8871800813848267,-38.536528071411794,-3.6852272727272606
Lehends,0,7.464748772292407,74.32103276093046,-4.9136586452763
Lindarang,1,-2.567959733463077,-79.44444444444444,-4.644087301587305
Mata,1,-1.9796673451973898,-17.911764705882348,-4.195454545454567
PawN,0,-0.6340953828553628,7.757296466973877,-9.87247023809526
Peanut,0,-6.401177486586617,-54.67304097146277,-6.671200644641388
PraY,1,-9.500642797860133,-107.15667311411991,-6.8327422577422325
Rascal,0,-13.3385785014651,-40.47619047619047,-3.041978021978025
Roach,1,8.277807076930573,93.04878048780488,6.395626576955422
Ruler,0,1.7036927411289007,-18.89664452106635,5.842497556207235
Sangyoon,0,-1.3168801599335733,-19.94967092528067,-1.1836813922356129
Score,0,-2.981970489682677,-62.05044690198456,-3.961795292829791
SeongHwan,0,-4.054645751084216,-73.38501291989665,-14.601136363636364
Smeb,0,-4.697503425570142,-83.2439975256427,-8.780612244897952
SoHwan,1,-0.3446054394390865,7.0863810518983,-0.7342696629213492
Spirit,0,-5.98115879091927,-95.70892186661898,5.397795414462067
Sword,0,3.597748056316386,78.668858847887,-11.289592760181002
Teddy,1,7.112550647937356,65.77849927849927,-10.005713377146492
Tempt,1,3.8677566005687014,43.32814064760209,1.4497789566755017
Thal,0,-0.49108199272375685,-28.627622377622373,3.8735499462943253
TusiN,1,-0.0808148421361965,-6.534192624418182,-3.732915198009536
Ucal,1,-3.1695820954029266,-50.71033829392492,-0.8088290939667786
UmTi,1,-0.5101164429671599,-15.423397740470918,-7.1074168797953945
Yaharong,0,-2.9670421770697653,-57.17171717171716,-3.0764087301587324
